10,7,77
50,36,396
90,64,704
130,97,1067
170,125,1375
210,156,1605
250,188,1880
290,219,2190
330,246,2460
370,278,2780
410,307,3377
450,342,3762
490,370,3700
530,398,4378
570,427,4281
610,459,5049
650,490,4900
690,521,5731
730,551,6061
770,580,6380
810,609,6090
850,638,6380
890,662,7282
930,702,7020
970,726,7418
